crime_id,crime_type,crime_subtype,crime_date,crime_time,crime_day,crime_month,crime_year,crime_location,area_name,city,state,pincode,latitude,longitude,crime_description,weapon_used,entry_method,crime_method,target_type,victim_count,victim_gender,victim_age,injury_level,property_loss_amount,suspect_count,cctv_available,evidence_found,police_station,officer_assigned,case_status,fir_number,arrest_made,criminal_id,investigation_notes,created_at
CR-2025-00044,Robbery,Highway Robbery,2025-05-11,00:15:21,Sunday,May,2025,"288, Krishna Apartments, Sangvi, Pune - 411027",Sangvi,Pune,Maharashtra,411027,18.579497,73.814606,Suspect(s) committed Highway Robbery at a Mall in Sangvi during 00:15:21. Officers responded within minutes of the alert.,Axe,Fire escape,"Armed with Axe, suspect threatened victims and demanded valuables via Fire escape.",Mall,3,Male,51,Minor,995876.11,3,0,Vehicle registration traced,Sangvi PS,Indira Shelke,Under Investigation,FIR/2025/SAN/00044,0,,Investigation ongoing. No CCTV coverage at location. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:42
CR-2023-00045,Theft,Bicycle Theft,2023-09-27,12:43:59,Wednesday,September,2023,"235, Tilak Nagar, Sahakarnagar, Pune - 411009",Sahakarnagar,Pune,Maharashtra,411009,18.478864,73.853093,An incident of Theft (Bicycle Theft) occurred near Sahakarnagar. The accused entered the Mall and committed the offense before fleeing the scene.,None,Window break,Suspect gained entry via Window break and stole valuables. Operated swiftly.,Mall,1,Female,46,Minor,1853631.23,3,1,Vehicle registration traced,Sahakarnagar PS,Tejas More,Unsolved,FIR/2023/SAH/00045,0,,Case unsolved. CCTV footage secured. Special team assigned for re-investigation.,2026-08-08 22:55:42
CR-2022-00046,Extortion,Blackmail,2022-04-25,12:18:07,Monday,April,2022,"294, Ambedkar Main Road, Boat Club Road, Pune - 411001",Boat Club Road,Pune,Maharashtra,411001,18.530112,73.884726,An incident of Extortion (Blackmail) occurred near Boat Club Road. The accused entered the Vehicle and committed the offense before fleeing the scene.,Cricket Bat,Back door,Offense committed using Cricket Bat. Entry via Back door. Under investigation.,Vehicle,5,Male,72,Minor,0.0,1,1,None,Koregaon Park PS,Vishal Sharma,Solved,FIR/2022/KOR/00046,1,CRM-IND-01310,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2022-00047,Fraud,Investment Scam,2022-03-19,17:55:53,Saturday,March,2022,"149, Chhatrapati Galli, Upper Indira Nagar, Pune - 411037",Upper Indira Nagar,Pune,Maharashtra,411037,18.479809,73.86514,Suspect(s) committed Investment Scam at a Warehouse in Upper Indira Nagar during 17:55:53. Officers responded within minutes of the alert.,None,Door break,Fraudulent documents used. Financial transactions routed through multiple accounts.,Warehouse,5,Male,80,None,1647289.61,4,0,Weapon recovered,Bibvewadi PS,Ganesh Chavan,Solved,FIR/2022/BIB/00047,1,CRM-IND-00550,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2025-00048,Fraud,Investment Scam,2025-05-26,23:45:19,Monday,May,2025,"136, Tilak Chowk, Ambegaon, Pune - 411046",Ambegaon,Pune,Maharashtra,411046,18.445909,73.85566,Police received a complaint regarding Investment Scam at Shop in Ambegaon at 23:45:19. Investigation initiated and local CCTV footage is being examined.,Sword,Roof entry,Fraudulent documents used. Financial transactions routed through multiple accounts.,Shop,1,Male,14,Fatal,2617319.7,5,0,Vehicle registration traced,Bharati Vidyapeeth PS,Suresh Sheikh,Solved,FIR/2025/BHA/00048,0,,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2025-00049,Drug Offense,Drug Manufacturing,2025-07-20,17:28:55,Sunday,July,2025,"367, Sai Galli, Wadgaon Sheri, Pune - 411014",Wadgaon Sheri,Pune,Maharashtra,411014,18.542236,73.922749,A Drug Offense case involving Drug Manufacturing was registered at Wadgaon Sheri. The victim reported the incident. Forensic team dispatched to the site.,Cricket Bat,Key duplication,Offense committed using Cricket Bat. Entry via Key duplication. Under investigation.,Bank,5,Male,23,None,0.0,4,1,CCTV footage available,Chandannagar PS,Bhavana Ghodke,Solved,FIR/2025/CHA/00049,1,CRM-IND-03722,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2022-00050,Theft,Pickpocketing,2022-04-28,17:17:36,Thursday,April,2022,"241, Nehru Lane, Wakad, Pune - 411057",Wakad,Pune,Maharashtra,411057,18.601344,73.76345,A Theft case involving Pickpocketing was registered at Wakad. The victim reported the incident. Forensic team dispatched to the site.,Cricket Bat,Roof entry,Suspect gained entry via Roof entry and stole valuables. Operated swiftly.,Bank,5,Female,35,Fatal,2253205.93,1,0,Eyewitness statement,Hinjewadi PS,Sumit Deshpande,Under Investigation,FIR/2022/HIN/00050,0,,Investigation ongoing. No CCTV coverage at location. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:42
CR-2025-00051,Extortion,Blackmail,2025-11-19,02:42:11,Wednesday,November,2025,"441, Laxmi Apartments, MG Road, Pune - 411001",MG Road,Pune,Maharashtra,411001,18.510682,73.881597,A case of Blackmail was reported at MG Road at approximately 02:42:11. The suspect targeted a Highway. Local residents alerted police after noticing suspicious activity.,Sword,Key duplication,Offense committed using Sword. Entry via Key duplication. Under investigation.,Highway,2,Male,66,Moderate,0.0,2,1,DNA evidence,Lashkar PS,Sangeeta Qureshi,Solved,FIR/2025/LAS/00051,1,CRM-IND-02962,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2023-00052,Kidnapping,Ransom Kidnapping,2023-03-29,13:04:57,Wednesday,March,2023,"375, Shivaji Colony, Budhwar Peth, Pune - 411002",Budhwar Peth,Pune,Maharashtra,411002,18.516691,73.853221,An incident of Kidnapping (Ransom Kidnapping) occurred near Budhwar Peth. The accused entered the Person and committed the offense before fleeing the scene.,Sword,Door break,Offense committed using Sword. Entry via Door break. Under investigation.,Person,2,Female,43,Moderate,0.0,2,1,CCTV footage available,Khadak PS,Hemant Mehta,Under Investigation,FIR/2023/KHA/00052,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:42
CR-2023-00053,Drug Offense,Drug Trafficking,2023-05-31,20:34:45,Wednesday,May,2023,"497, Patel Chowk, Vadgaon Budruk, Pune - 411041",Vadgaon Budruk,Pune,Maharashtra,411041,18.478096,73.809306,Police received a complaint regarding Drug Trafficking at Warehouse in Vadgaon Budruk at 20:34:45. Investigation initiated and local CCTV footage is being examined.,None,Wall breach,Offense committed using None. Entry via Wall breach. Under investigation.,Warehouse,5,Male,24,Fatal,0.0,5,0,Digital evidence,Sinhagad Road PS,Kishore Pandey,Solved,FIR/2023/SIN/00053,0,,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2023-00054,Theft,Bicycle Theft,2023-12-30,23:32:35,Saturday,December,2023,"326, Laxmi Society, Lohegaon, Pune - 411032",Lohegaon,Pune,Maharashtra,411032,18.594107,73.914166,A case of Bicycle Theft was reported at Lohegaon at approximately 23:32:35. The suspect targeted a Person. Local residents alerted police after noticing suspicious activity.,None,Back door,Suspect gained entry via Back door and stole valuables. Operated swiftly.,Person,4,Male,47,None,2045101.58,5,1,Footprint analysis,Viman Nagar PS,Prateek Shah,Under Investigation,FIR/2023/VIM/00054,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:42
CR-2024-00055,Theft,Mobile Theft,2024-02-12,15:52:50,Monday,February,2024,"370, Shivaji Chowk, Nigdi, Pune - 411044",Nigdi,Pune,Maharashtra,411044,18.650132,73.769419,An incident of Theft (Mobile Theft) occurred near Nigdi. The accused entered the Mall and committed the offense before fleeing the scene.,None,Window break,Suspect gained entry via Window break and stole valuables. Operated swiftly.,Mall,3,Female,14,Minor,169229.05,2,0,Weapon recovered,Nigdi PS,Rahul Bhandari,Closed,FIR/2024/NIG/00055,0,CRM-IND-03519,Case closed — insufficient evidence. No CCTV coverage at location. All leads exhausted.,2026-08-08 22:55:42
CR-2024-00056,Robbery,Bank Robbery,2024-09-14,20:48:01,Saturday,September,2024,"401, Tilak Main Road, Wadgaon Sheri, Pune - 411014",Wadgaon Sheri,Pune,Maharashtra,411014,18.544485,73.917132,An incident of Robbery (Bank Robbery) occurred near Wadgaon Sheri. The accused entered the Office and committed the offense before fleeing the scene.,Hammer,Fire escape,"Armed with Hammer, suspect threatened victims and demanded valuables via Fire escape.",Office,4,Female,51,Minor,4393647.54,3,1,Footprint analysis,Chandannagar PS,Mukesh Chavan,Under Investigation,FIR/2024/CHA/00056,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:42
CR-2023-00057,Fraud,Investment Scam,2023-03-01,06:31:16,Wednesday,March,2023,"9, Sai Nagar, Khadki, Pune - 411003",Khadki,Pune,Maharashtra,411003,18.56019,73.835601,Police received a complaint regarding Investment Scam at Office in Khadki at 06:31:16. Investigation initiated and local CCTV footage is being examined.,Hammer,Fire escape,Fraudulent documents used. Financial transactions routed through multiple accounts.,Office,1,Male,53,Fatal,4220888.57,5,1,None,Vishrantwadi PS,Sarita Qureshi,Unsolved,FIR/2023/VIS/00057,0,,Case unsolved. CCTV footage secured. Special team assigned for re-investigation.,2026-08-08 22:55:42
CR-2023-00058,Sexual Offense,Eve Teasing,2023-04-14,14:13:30,Friday,April,2023,"155, Krishna Colony, Fursungi, Pune - 412308",Fursungi,Pune,Maharashtra,412308,18.479273,73.931716,A case of Eve Teasing was reported at Fursungi at approximately 14:13:30. The suspect targeted a Jewelry Store. Local residents alerted police after noticing suspicious activity.,None,Window break,Offense committed using None. Entry via Window break. Under investigation.,Jewelry Store,4,Female,31,Moderate,0.0,1,1,Weapon recovered,Hadapsar PS,Naresh Shinde,Under Investigation,FIR/2023/HAD/00058,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:42
CR-2023-00059,Theft,Home Burglary,2023-01-13,08:55:49,Friday,January,2023,"266, Sai Lane, Wagholi, Pune - 412207",Wagholi,Pune,Maharashtra,412207,18.574343,73.965108,A case of Home Burglary was reported at Wagholi at approximately 08:55:49. The suspect targeted a Bank. Local residents alerted police after noticing suspicious activity.,None,Lock picking,Suspect gained entry via Lock picking and stole valuables. Operated swiftly.,Bank,2,Male,65,Minor,4522857.79,5,0,Digital evidence,Wagholi PS,Wasim Thorat,Solved,FIR/2023/WAG/00059,1,CRM-IND-01928,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2025-00060,Fraud,Property Fraud,2025-12-04,18:44:29,Thursday,December,2025,"253, Tilak Complex, Pimple Saudagar, Pune - 411027",Pimple Saudagar,Pune,Maharashtra,411027,18.598136,73.785178,An incident of Fraud (Property Fraud) occurred near Pimple Saudagar. The accused entered the Highway and committed the offense before fleeing the scene.,Hammer,Not applicable,Fraudulent documents used. Financial transactions routed through multiple accounts.,Highway,2,Male,42,Moderate,1014707.78,1,1,Mobile phone records,Sangvi PS,Padma Shaikh,Closed,FIR/2025/SAN/00060,0,CRM-IND-01578,Case closed — insufficient evidence. CCTV footage secured. All leads exhausted.,2026-08-08 22:55:42
CR-2023-00061,Murder,Contract Killing,2023-04-29,12:42:29,Saturday,April,2023,"330, Ambedkar Nagar, Yerwada, Pune - 411006",Yerwada,Pune,Maharashtra,411006,18.555648,73.877238,Suspect(s) committed Contract Killing at a Hotel in Yerwada during 12:42:29. Officers responded within minutes of the alert.,Cricket Bat,Lock picking,Victim attacked with Cricket Bat. Fatal injuries sustained. Scene secured for forensics.,Hotel,5,Male,45,Severe,0.0,5,1,Footprint analysis,Yerawada PS,Mohit Sharma,Solved,FIR/2023/YER/00061,1,CRM-IND-04419,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2023-00062,Assault,Domestic Violence,2023-02-03,01:37:36,Friday,February,2023,"53, Shivaji Apartments, Pune Station, Pune - 411001",Pune Station,Pune,Maharashtra,411001,18.527497,73.871801,Police received a complaint regarding Domestic Violence at Shop in Pune Station at 01:37:36. Investigation initiated and local CCTV footage is being examined.,Sword,Lock picking,Offense committed using Sword. Entry via Lock picking. Under investigation.,Shop,5,Male,62,Severe,0.0,3,1,Fingerprint found,Bundgarden PS,Tushar Deshmukh,Solved,FIR/2023/BUN/00062,1,CRM-IND-03007,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2023-00063,Assault,Domestic Violence,2023-07-16,07:06:43,Sunday,July,2023,"337, Phule Main Road, Yerawada, Pune - 411006",Yerawada,Pune,Maharashtra,411006,18.553309,73.885565,Police received a complaint regarding Domestic Violence at ATM in Yerawada at 07:06:43. Investigation initiated and local CCTV footage is being examined.,Hammer,Lock picking,Offense committed using Hammer. Entry via Lock picking. Under investigation.,ATM,3,Male,53,Minor,0.0,1,0,Digital evidence,Yerawada PS,Sameer Deshmukh,Solved,FIR/2023/YER/00063,1,CRM-IND-03239,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2023-00064,Robbery,Bank Robbery,2023-01-31,15:32:48,Tuesday,January,2023,"305, Sai Lane, Laxmi Road, Pune - 411002",Laxmi Road,Pune,Maharashtra,411002,18.511477,73.853433,An incident of Robbery (Bank Robbery) occurred near Laxmi Road. The accused entered the Warehouse and committed the offense before fleeing the scene.,Chain,Wall breach,"Armed with Chain, suspect threatened victims and demanded valuables via Wall breach.",Warehouse,3,Male,30,None,1289931.3,1,0,Eyewitness statement,Khadak PS,Nilesh Kadam,Solved,FIR/2023/KHA/00064,1,CRM-IND-02582,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2022-00065,Robbery,ATM Robbery,2022-04-06,06:54:50,Wednesday,April,2022,"113, Ganesh Main Road, Market Yard, Pune - 411037",Market Yard,Pune,Maharashtra,411037,18.497893,73.863241,A Robbery case involving ATM Robbery was registered at Market Yard. The victim reported the incident. Forensic team dispatched to the site.,None,Lock picking,"Armed with None, suspect threatened victims and demanded valuables via Lock picking.",Restaurant,4,Male,40,None,1891374.39,1,1,Mobile phone records,Swargate PS,Raj Bhosale,Closed,FIR/2022/SWA/00065,0,,Case closed — insufficient evidence. CCTV footage secured. All leads exhausted.,2026-08-08 22:55:42
CR-2022-00066,Sexual Offense,Stalking,2022-04-24,10:39:01,Sunday,April,2022,"9, Patel Nagar, Narayan Peth, Pune - 411030",Narayan Peth,Pune,Maharashtra,411030,18.507565,73.856991,An incident of Sexual Offense (Stalking) occurred near Narayan Peth. The accused entered the Highway and committed the offense before fleeing the scene.,Knife,Window break,Offense committed using Knife. Entry via Window break. Under investigation.,Highway,2,Female,54,Fatal,0.0,3,1,Digital evidence,Vishrambaug PS,Vishal Bhosale,Solved,FIR/2022/VIS/00066,1,CRM-IND-02368,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2022-00067,Assault,Aggravated Assault,2022-02-09,09:45:42,Wednesday,February,2022,"498, Chhatrapati Lane, Tilak Road, Pune - 411030",Tilak Road,Pune,Maharashtra,411030,18.508689,73.848561,Police received a complaint regarding Aggravated Assault at Bank in Tilak Road at 09:45:42. Investigation initiated and local CCTV footage is being examined.,Axe,Door break,Offense committed using Axe. Entry via Door break. Under investigation.,Bank,5,Female,37,Minor,0.0,3,0,DNA evidence,Vishrambaug PS,Manoj Shah,Under Investigation,FIR/2022/VIS/00067,0,,Investigation ongoing. No CCTV coverage at location. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:42
CR-2022-00068,Extortion,Blackmail,2022-07-20,17:51:16,Wednesday,July,2022,"292, Gandhi Society, Lohegaon, Pune - 411032",Lohegaon,Pune,Maharashtra,411032,18.592589,73.915782,Suspect(s) committed Blackmail at a Bank in Lohegaon during 17:51:16. Officers responded within minutes of the alert.,Pistol,Wall breach,Offense committed using Pistol. Entry via Wall breach. Under investigation.,Bank,4,Male,39,None,0.0,3,0,Digital evidence,Viman Nagar PS,Priya Kale,Unsolved,FIR/2022/VIM/00068,0,,Case unsolved. No CCTV coverage at location. Special team assigned for re-investigation.,2026-08-08 22:55:42
